region_name,gagan_station_id,station_id,lat,lon,timestamp,rain_mm_day,tier,L_score,spatial_scale,isolation_label,spatial_detail,iwv_check_pass,iwv_detail,cape_check_pass,cape_detail,final_label,n_neighbors
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-01-04,88.0,T2,0.9318,COARSE,CLOUDBURST_CANDIDATE,L=0.932 | R_core=88.0mm | R_bg=6.0mm (nearest_proxy (452km)) | scale=COARSE | gradient: [ZC:30km=49.0mm] [ZC:32km=116.0mm] [ZC:80km=89.0mm] [ZC:85km=41.0mm] [ZC:167km=21.0mm] [ZC:216km=93.0mm] [ZC:283km=16.0mm] [ZC:285km=0.0mm] [ZC:308km=0.0mm] [ZC:325km=81.0mm] [ZC:441km=11.0mm] [ZC:452km=6.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-01-04,41.0,T2,0.8537,COARSE,CLOUDBURST_CANDIDATE,L=0.854 | R_core=41.0mm | R_bg=6.0mm (nearest_proxy (533km)) | scale=COARSE | gradient: [ZC:53km=116.0mm] [ZC:85km=88.0mm] [ZC:101km=49.0mm] [ZC:118km=89.0mm] [ZC:238km=21.0mm] [ZC:269km=93.0mm] [ZC:363km=0.0mm] [ZC:363km=16.0mm] [ZC:373km=81.0mm] [ZC:389km=0.0mm] [ZC:524km=11.0mm] [ZC:533km=6.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-01-04,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-01-04,81.0,T2,0.4938,COARSE,CLOUDBURST_CANDIDATE,L=0.494 | R_core=81.0mm | R_bg=41.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:109km=93.0mm] [ZC:179km=21.0mm] [ZC:182km=0.0mm] [ZC:208km=16.0mm] [ZC:225km=0.0mm] [ZC:256km=89.0mm] [ZC:295km=49.0mm] [ZC:307km=6.0mm] [ZC:325km=88.0mm] [ZC:328km=11.0mm] [ZC:343km=116.0mm] [ZC:373km=41.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-01-04,49.0,T2,0.8776,COARSE,CLOUDBURST_CANDIDATE,L=0.878 | R_core=49.0mm | R_bg=6.0mm (nearest_proxy (432km)) | scale=COARSE | gradient: [ZC:30km=88.0mm] [ZC:53km=116.0mm] [ZC:54km=89.0mm] [ZC:101km=41.0mm] [ZC:140km=21.0mm] [ZC:186km=93.0mm] [ZC:262km=16.0mm] [ZC:262km=0.0mm] [ZC:288km=0.0mm] [ZC:295km=81.0mm] [ZC:423km=11.0mm] [ZC:432km=6.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-01-05,29.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-01-05,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-01-05,93.0,T2,0.0,COARSE,WIDESPREAD_HEAVY_RAIN,L=0.000 | R_core=93.0mm | R_bg=400.0mm (nearest_proxy (331km)) | scale=COARSE | gradient: [ZC:80km=29.0mm] [ZC:109km=198.0mm] [ZC:151km=75.0mm] [ZC:155km=0.0mm] [ZC:173km=56.0mm] [ZC:186km=0.0mm] [ZC:199km=0.0mm] [ZC:216km=82.0mm] [ZC:235km=178.0mm] [ZC:269km=9.0mm] [ZC:322km=11.0mm] [ZC:331km=400.0mm],False,insufficient_pre_event_iwv,False,offline_verification,WIDESPREAD_HEAVY_RAIN,12
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-01-05,75.0,T2,0.8533,COARSE,CLOUDBURST_CANDIDATE,L=0.853 | R_core=75.0mm | R_bg=11.0mm (nearest_proxy (431km)) | scale=COARSE | gradient: [ZC:54km=0.0mm] [ZC:80km=82.0mm] [ZC:89km=178.0mm] [ZC:118km=9.0mm] [ZC:128km=29.0mm] [ZC:151km=93.0mm] [ZC:256km=198.0mm] [ZC:257km=0.0mm] [ZC:262km=56.0mm] [ZC:289km=0.0mm] [ZC:428km=400.0mm] [ZC:431km=11.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-01-05,11.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-01-05,82.0,T2,0.8659,COARSE,CLOUDBURST_CANDIDATE,L=0.866 | R_core=82.0mm | R_bg=11.0mm (nearest_proxy (452km)) | scale=COARSE | gradient: [ZC:30km=0.0mm] [ZC:32km=178.0mm] [ZC:80km=75.0mm] [ZC:85km=9.0mm] [ZC:167km=29.0mm] [ZC:216km=93.0mm] [ZC:283km=56.0mm] [ZC:285km=0.0mm] [ZC:308km=0.0mm] [ZC:325km=198.0mm] [ZC:441km=400.0mm] [ZC:452km=11.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-01-05,56.0,T2,0.8393,COARSE,CLOUDBURST_CANDIDATE,L=0.839 | R_core=56.0mm | R_bg=9.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=0.0mm] [ZC:136km=29.0mm] [ZC:167km=400.0mm] [ZC:170km=11.0mm] [ZC:173km=93.0mm] [ZC:208km=198.0mm] [ZC:262km=75.0mm] [ZC:262km=0.0mm] [ZC:283km=82.0mm] [ZC:314km=178.0mm] [ZC:363km=9.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-01-05,400.0,T1,0.9775,COARSE,CLOUDBURST_CANDIDATE,L=0.978 | R_core=400.0mm | R_bg=9.0mm (nearest_proxy (524km)) | scale=COARSE | gradient: [ZC:41km=11.0mm] [ZC:139km=0.0mm] [ZC:167km=56.0mm] [ZC:178km=0.0mm] [ZC:302km=29.0mm] [ZC:328km=198.0mm] [ZC:331km=93.0mm] [ZC:423km=0.0mm] [ZC:428km=75.0mm] [ZC:441km=82.0mm] [ZC:473km=178.0mm] [ZC:524km=9.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-01-05,178.0,T1,0.9382,COARSE,CLOUDBURST_CANDIDATE,L=0.938 | R_core=178.0mm | R_bg=11.0mm (nearest_proxy (483km)) | scale=COARSE | gradient: [ZC:32km=82.0mm] [ZC:53km=9.0mm] [ZC:53km=0.0mm] [ZC:89km=75.0mm] [ZC:194km=29.0mm] [ZC:235km=93.0mm] [ZC:314km=56.0mm] [ZC:315km=0.0mm] [ZC:339km=0.0mm] [ZC:343km=198.0mm] [ZC:473km=400.0mm] [ZC:483km=11.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-01-05,198.0,T1,0.9545,COARSE,CLOUDBURST_CANDIDATE,L=0.955 | R_core=198.0mm | R_bg=9.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:109km=93.0mm] [ZC:179km=29.0mm] [ZC:182km=0.0mm] [ZC:208km=56.0mm] [ZC:225km=0.0mm] [ZC:256km=75.0mm] [ZC:295km=0.0mm] [ZC:307km=11.0mm] [ZC:325km=82.0mm] [ZC:328km=400.0mm] [ZC:343km=178.0mm] [ZC:373km=9.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,12
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-01-06,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-01-06,260.0,T1,0.8192,COARSE,CLOUDBURST_CANDIDATE,L=0.819 | R_core=260.0mm | R_bg=47.0mm (nearest_proxy (331km)) | scale=COARSE | gradient: [ZC:80km=60.0mm] [ZC:151km=0.0mm] [ZC:155km=0.0mm] [ZC:173km=34.0mm] [ZC:186km=1.0mm] [ZC:199km=0.0mm] [ZC:216km=149.0mm] [ZC:235km=336.0mm] [ZC:269km=15.0mm] [ZC:322km=52.0mm] [ZC:331km=47.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-01-06,336.0,T1,0.8452,COARSE,CLOUDBURST_CANDIDATE,L=0.845 | R_core=336.0mm | R_bg=52.0mm (nearest_proxy (483km)) | scale=COARSE | gradient: [ZC:32km=149.0mm] [ZC:53km=15.0mm] [ZC:53km=1.0mm] [ZC:89km=0.0mm] [ZC:194km=60.0mm] [ZC:235km=260.0mm] [ZC:314km=34.0mm] [ZC:315km=0.0mm] [ZC:339km=0.0mm] [ZC:473km=47.0mm] [ZC:483km=52.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-01-06,47.0,T2,0.6809,COARSE,CLOUDBURST_CANDIDATE,L=0.681 | R_core=47.0mm | R_bg=15.0mm (nearest_proxy (524km)) | scale=COARSE | gradient: [ZC:41km=52.0mm] [ZC:139km=0.0mm] [ZC:167km=34.0mm] [ZC:178km=0.0mm] [ZC:302km=60.0mm] [ZC:331km=260.0mm] [ZC:423km=1.0mm] [ZC:428km=0.0mm] [ZC:441km=149.0mm] [ZC:473km=336.0mm] [ZC:524km=15.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-01-06,1.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-01-06,149.0,T1,0.651,COARSE,CLOUDBURST_CANDIDATE,L=0.651 | R_core=149.0mm | R_bg=52.0mm (nearest_proxy (452km)) | scale=COARSE | gradient: [ZC:30km=1.0mm] [ZC:32km=336.0mm] [ZC:80km=0.0mm] [ZC:85km=15.0mm] [ZC:167km=60.0mm] [ZC:216km=260.0mm] [ZC:283km=34.0mm] [ZC:285km=0.0mm] [ZC:308km=0.0mm] [ZC:441km=47.0mm] [ZC:452km=52.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-01-06,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-01-06,60.0,T2,0.1333,COARSE,WIDESPREAD_HEAVY_RAIN,L=0.133 | R_core=60.0mm | R_bg=52.0mm (nearest_proxy (303km)) | scale=COARSE | gradient: [ZC:80km=260.0mm] [ZC:128km=0.0mm] [ZC:128km=0.0mm] [ZC:136km=34.0mm] [ZC:140km=1.0mm] [ZC:163km=0.0mm] [ZC:167km=149.0mm] [ZC:194km=336.0mm] [ZC:238km=15.0mm] [ZC:302km=47.0mm] [ZC:303km=52.0mm],False,insufficient_pre_event_iwv,False,offline_verification,WIDESPREAD_HEAVY_RAIN,11
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-01-06,52.0,T2,0.7115,COARSE,CLOUDBURST_CANDIDATE,L=0.712 | R_core=52.0mm | R_bg=15.0mm (nearest_proxy (533km)) | scale=COARSE | gradient: [ZC:41km=47.0mm] [ZC:144km=0.0mm] [ZC:170km=34.0mm] [ZC:176km=0.0mm] [ZC:303km=60.0mm] [ZC:322km=260.0mm] [ZC:431km=0.0mm] [ZC:432km=1.0mm] [ZC:452km=149.0mm] [ZC:483km=336.0mm] [ZC:533km=15.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-01-06,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-01-06,34.0,T2,0.5588,COARSE,CLOUDBURST_CANDIDATE,L=0.559 | R_core=34.0mm | R_bg=15.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=0.0mm] [ZC:136km=60.0mm] [ZC:167km=47.0mm] [ZC:170km=52.0mm] [ZC:173km=260.0mm] [ZC:262km=0.0mm] [ZC:262km=1.0mm] [ZC:283km=149.0mm] [ZC:314km=336.0mm] [ZC:363km=15.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-01-06,15.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-01-07,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-01-07,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-01-07,1.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-01-07,14.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-01-07,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-01-07,115.0,T1,0.9913,COARSE,CLOUDBURST_CANDIDATE,L=0.991 | R_core=115.0mm | R_bg=1.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:109km=191.0mm] [ZC:179km=79.0mm] [ZC:182km=0.0mm] [ZC:208km=75.0mm] [ZC:225km=0.0mm] [ZC:256km=0.0mm] [ZC:295km=0.0mm] [ZC:307km=26.0mm] [ZC:325km=14.0mm] [ZC:373km=1.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-01-07,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-01-07,75.0,T2,0.9867,COARSE,CLOUDBURST_CANDIDATE,L=0.987 | R_core=75.0mm | R_bg=1.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=0.0mm] [ZC:136km=79.0mm] [ZC:170km=26.0mm] [ZC:173km=191.0mm] [ZC:208km=115.0mm] [ZC:262km=0.0mm] [ZC:262km=0.0mm] [ZC:283km=14.0mm] [ZC:363km=1.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-01-07,191.0,T1,0.8639,COARSE,CLOUDBURST_CANDIDATE,L=0.864 | R_core=191.0mm | R_bg=26.0mm (nearest_proxy (322km)) | scale=COARSE | gradient: [ZC:80km=79.0mm] [ZC:109km=115.0mm] [ZC:151km=0.0mm] [ZC:155km=0.0mm] [ZC:173km=75.0mm] [ZC:186km=0.0mm] [ZC:199km=0.0mm] [ZC:216km=14.0mm] [ZC:269km=1.0mm] [ZC:322km=26.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-01-07,79.0,T2,0.6709,COARSE,CLOUDBURST_CANDIDATE,L=0.671 | R_core=79.0mm | R_bg=26.0mm (nearest_proxy (303km)) | scale=COARSE | gradient: [ZC:80km=191.0mm] [ZC:128km=0.0mm] [ZC:128km=0.0mm] [ZC:136km=75.0mm] [ZC:140km=0.0mm] [ZC:163km=0.0mm] [ZC:167km=14.0mm] [ZC:179km=115.0mm] [ZC:238km=1.0mm] [ZC:303km=26.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,10
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-01-07,26.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0067_15F043(NALBARI),26.4358333,91.335,2013-01-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1102_15F44E(North Guwhathi College. North Guwhathi),26.202223,91.715836,2013-01-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-01-08,11.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1068_15F42C(TRA. Jorhat),26.730833,94.22667,2013-01-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-01-08,124.0,T1,0.9597,COARSE,CLOUDBURST_CANDIDATE,L=0.960 | R_core=124.0mm | R_bg=5.0mm (nearest_proxy (363km)) | scale=COARSE | gradient: [ZC:27km=0.0mm] [ZC:28km=0.0mm] [ZC:136km=59.0mm] [ZC:167km=11.0mm] [ZC:170km=6.0mm] [ZC:208km=368.0mm] [ZC:262km=0.0mm] [ZC:262km=0.0mm] [ZC:283km=4.0mm] [ZC:314km=400.0mm] [ZC:363km=5.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-01-08,368.0,T1,0.9864,COARSE,CLOUDBURST_CANDIDATE,L=0.986 | R_core=368.0mm | R_bg=5.0mm (nearest_proxy (373km)) | scale=COARSE | gradient: [ZC:179km=59.0mm] [ZC:182km=0.0mm] [ZC:208km=124.0mm] [ZC:225km=0.0mm] [ZC:256km=0.0mm] [ZC:295km=0.0mm] [ZC:307km=6.0mm] [ZC:325km=4.0mm] [ZC:328km=11.0mm] [ZC:343km=400.0mm] [ZC:373km=5.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-01-08,4.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-01-08,59.0,T2,0.8983,COARSE,CLOUDBURST_CANDIDATE,L=0.898 | R_core=59.0mm | R_bg=6.0mm (nearest_proxy (303km)) | scale=COARSE | gradient: [ZC:128km=0.0mm] [ZC:128km=0.0mm] [ZC:136km=124.0mm] [ZC:140km=0.0mm] [ZC:163km=0.0mm] [ZC:167km=4.0mm] [ZC:179km=368.0mm] [ZC:194km=400.0mm] [ZC:238km=5.0mm] [ZC:302km=11.0mm] [ZC:303km=6.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-01-08,6.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-01-08,5.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO0062_15F03E(LAKHIMPUR),27.2041666,94.1069444,2013-01-08,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1104_15F450(Dhemaji Degree College. Dhemaji),27.475555,94.55167,2013-01-08,400.0,T1,0.985,COARSE,CLOUDBURST_CANDIDATE,L=0.985 | R_core=400.0mm | R_bg=6.0mm (nearest_proxy (483km)) | scale=COARSE | gradient: [ZC:32km=4.0mm] [ZC:53km=5.0mm] [ZC:53km=0.0mm] [ZC:89km=0.0mm] [ZC:194km=59.0mm] [ZC:314km=124.0mm] [ZC:315km=0.0mm] [ZC:339km=0.0mm] [ZC:343km=368.0mm] [ZC:473km=11.0mm] [ZC:483km=6.0mm],False,insufficient_pre_event_iwv,False,offline_verification,CANDIDATE_CLOUDBURST,11
Guwahati,13,ISRO0076_15F04C(Dhubri),26.023333,89.96917,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1071_15F42F(Ananda),27.44861,94.22945,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1106_15F452(Rangiya Degree College. Rangiya),26.426945,91.61389,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Lengpui,12,ISRO0069_15F045(ARUNACHAL),24.8541666,92.7388888,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1112_15F458(President. Gharowa. Lumding),25.751112,93.178055,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Bagdogra,11,ISRO0066_15F042(GOSSAIGAON),26.3908333,89.9405555,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1069_15F42D(TRA. Dikom),27.466667,95.08889,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
Guwahati,13,ISRO1074_15F432(Salonah),26.445833,92.975,2013-01-09,0.0,NORMAL,0.0,N/A,NORMAL,,False,,False,,NORMAL,0
